UF,Municipio,ibgeID
TO,Monte do Carmo,1713601
TO,Monte Santo do Tocantins,1713700
TO,Palmeiras do Tocantins,1713809
TO,Muricilandia,1713957
TO,Natividade,1714203
TO,Nazare,1714302
TO,Nova Olinda,1714880
TO,Nova Rosalandia,1715002
TO,Novo Acordo,1715101
TO,Novo Alegre,1715150
TO,Novo Jardim,1715259
TO,Oliveira de Fatima,1715507
TO,Palmeirante,1715705
TO,Palmeiropolis,1715754
TO,Paraiso do Tocantins,1716109
TO,Parana,1716208
TO,Pau D Arco,1716307
TO,Pedro Afonso,1716505
TO,Peixe,1716604
TO,Pequizeiro,1716653
TO,Colmeia,1716703
TO,Pindorama do Tocantins,1717008
TO,Piraque,1717206
TO,Pium,1717503
TO,Ponte Alta do Bom Jesus,1717800
TO,Ponte Alta do Tocantins,1717909
TO,Porto Alegre do Tocantins,1718006
TO,Porto Nacional,1718204
TO,Praia Norte,1718303
TO,Presidente Kennedy,1718402
TO,Pugmil,1718451
TO,Recursolandia,1718501
TO,Riachinho,1718550
TO,Rio da Conceicao,1718659
TO,Rio dos Bois,1718709
TO,Rio Sono,1718758
TO,Sampaio,1718808
TO,Sandolandia,1718840
TO,Santa Fe do Araguaia,1718865
TO,Santa Maria do Tocantins,1718881
TO,Santa Rita do Tocantins,1718899
TO,Santa Rosa do Tocantins,1718907
TO,Santa Tereza do Tocantins,1719004
TO,Santa Terezinha do Tocantins,1720002
TO,Sao Bento do Tocantins,1720101
TO,Sao Felix do Tocantins,1720150
TO,Sao Miguel do Tocantins,1720200
TO,Sao Salvador do Tocantins,1720259
TO,Sao Sebastiao do Tocantins,1720309
TO,Sao Valerio,1720499
TO,Silvanopolis,1720655
TO,Sitio Novo do Tocantins,1720804
TO,Sucupira,1720853
TO,Taguatinga,1720903
TO,Taipas do Tocantins,1720937
TO,Talisma,1720978
TO,Palmas,1721000
TO,Tocantinia,1721109
TO,Tocantinopolis,1721208
TO,Tupirama,1721257
TO,Tupiratins,1721307
TO,Wanderlandia,1722081
TO,Xambioa,1722107
MA,Acailandia,2100055
MA,Afonso Cunha,2100105
MA,Agua Doce do Maranhao,2100154
MA,Alcantara,2100204
MA,Aldeias Altas,2100303
MA,Altamira do Maranhao,2100402
MA,Alto Alegre do Maranhao,2100436
MA,Alto Alegre do Pindare,2100477
MA,Alto Parnaiba,2100501
MA,Amapa do Maranhao,2100550
MA,Amarante do Maranhao,2100600
MA,Anajatuba,2100709
MA,Anapurus,2100808
MA,Apicum-Acu,2100832
MA,Araguana,2100873
MA,Araioses,2100907
MA,Arame,2100956
MA,Arari,2101004
MA,Axixa,2101103
MA,Bacabal,2101202
MA,Bacabeira,2101251
MA,Bacuri,2101301
MA,Bacurituba,2101350
MA,Balsas,2101400
MA,Barao de Grajau,2101509
MA,Barra do Corda,2101608
MA,Barreirinhas,2101707
MA,Belagua,2101731
MA,Bela Vista do Maranhao,2101772
MA,Benedito Leite,2101806
MA,Bequimao,2101905
MA,Bernardo do Mearim,2101939
MA,Boa Vista do Gurupi,2101970
MA,Bom Jardim,2102002
MA,Bom Jesus das Selvas,2102036
MA,Bom Lugar,2102077
MA,Brejo,2102101
MA,Brejo de Areia,2102150
MA,Buriti,2102200
MA,Buriti Bravo,2102309
MA,Buriticupu,2102325
MA,Buritirana,2102358
MA,Cachoeira Grande,2102374
MA,Cajapio,2102408
MA,Cajari,2102507
MA,Campestre do Maranhao,2102556
MA,Candido Mendes,2102606
MA,Cantanhede,2102705
MA,Capinzal do Norte,2102754
MA,Carolina,2102804
MA,Carutapera,2102903
MA,Caxias,2103000
MA,Cedral,2103109
MA,Central do Maranhao,2103125
MA,Centro do Guilherme,2103158
MA,Centro Novo do Maranhao,2103174
MA,Chapadinha,2103208
MA,Cidelandia,2103257
MA,Codo,2103307
MA,Coelho Neto,2103406
MA,Colinas,2103505
MA,Conceicao do Lago-Acu,2103554
MA,Coroata,2103604
MA,Cururupu,2103703
MA,Davinopolis,2103752
MA,Dom Pedro,2103802
MA,Duque Bacelar,2103901
MA,Esperantinopolis,2104008
MA,Estreito,2104057
MA,Feira Nova do Maranhao,2104073
MA,Fernando Falcao,2104081
MA,Formosa da Serra Negra,2104099
MA,Fortaleza dos Nogueiras,2104107
MA,Fortuna,2104206
MA,Godofredo Viana,2104305
MA,Goncalves Dias,2104404
MA,Governador Archer,2104503
MA,Governador Edison Lobao,2104552
MA,Governador Eugenio Barros,2104602
MA,Governador Luiz Rocha,2104628
MA,Governador Newton Bello,2104651
MA,Governador Nunes Freire,2104677
MA,Graca Aranha,2104701
MA,Grajau,2104800
MA,Guimaraes,2104909
MA,Humberto de Campos,2105005
MA,Icatu,2105104
MA,Igarape do Meio,2105153
MA,Igarape Grande,2105203
MA,Imperatriz,2105302
MA,Itaipava do Grajau,2105351
MA,Itapecuru Mirim,2105401
MA,Itinga do Maranhao,2105427
MA,Jatoba,2105450
MA,Jenipapo dos Vieiras,2105476
MA,Joao Lisboa,2105500
MA,Joselandia,2105609
MA,Junco do Maranhao,2105658
MA,Lago da Pedra,2105708
MA,Lago do Junco,2105807
MA,Lago Verde,2105906
MA,Lagoa do Mato,2105922
MA,Lago dos Rodrigues,2105948
MA,Lagoa Grande do Maranhao,2105963
MA,Lajeado Novo,2105989
MA,Lima Campos,2106003
MA,Loreto,2106102
MA,Luis Domingues,2106201
MA,Magalhaes de Almeida,2106300
MA,Maracacume,2106326
MA,Maraja do Sena,2106359
MA,Maranhaozinho,2106375
MA,Mata Roma,2106409
MA,Matinha,2106508
MA,Matoes,2106607
MA,Matoes do Norte,2106631
MA,Milagres do Maranhao,2106672
MA,Mirador,2106706
MA,Miranda do Norte,2106755
MA,Mirinzal,2106805
MA,Moncao,2106904
MA,Montes Altos,2107001
MA,Morros,2107100
MA,Nina Rodrigues,2107209
MA,Nova Colinas,2107258
MA,Nova Iorque,2107308
MA,Nova Olinda do Maranhao,2107357
MA,Olho d Agua das Cunhas,2107407
MA,Olinda Nova do Maranhao,2107456
MA,Paco do Lumiar,2107506
MA,Palmeirandia,2107605
MA,Paraibano,2107704
MA,Parnarama,2107803
MA,Passagem Franca,2107902
MA,Pastos Bons,2108009
MA,Paulino Neves,2108058
MA,Paulo Ramos,2108108
MA,Pedreiras,2108207
MA,Pedro do Rosario,2108256
MA,Penalva,2108306
MA,Peri Mirim,2108405
MA,Peritoro,2108454
MA,Pindare-Mirim,2108504
MA,Pinheiro,2108603
MA,Pio XII,2108702
MA,Pirapemas,2108801
MA,Pocao de Pedras,2108900
MA,Porto Franco,2109007
MA,Porto Rico do Maranhao,2109056
MA,Presidente Dutra,2109106
MA,Presidente Juscelino,2109205
MA,Presidente Medici,2109239
MA,Presidente Sarney,2109270
MA,Presidente Vargas,2109304
MA,Primeira Cruz,2109403
MA,Raposa,2109452
MA,Riachao,2109502
MA,Ribamar Fiquene,2109551
MA,Rosario,2109601
MA,Sambaiba,2109700
MA,Santa Filomena do Maranhao,2109759
MA,Santa Helena,2109809
MA,Santa Ines,2109908
MA,Santa Luzia,2110005
MA,Santa Luzia do Parua,2110039
MA,Santa Quiteria do Maranhao,2110104
MA,Santa Rita,2110203
MA,Santana do Maranhao,2110237
MA,Santo Amaro do Maranhao,2110278
MA,Santo Antonio dos Lopes,2110302
MA,Sao Benedito do Rio Preto,2110401
MA,Sao Bento,2110500
MA,Sao Bernardo,2110609
MA,Sao Domingos do Azeitao,2110658
MA,Sao Domingos do Maranhao,2110708
MA,Sao Felix de Balsas,2110807
MA,Sao Francisco do Brejao,2110856
MA,Sao Francisco do Maranhao,2110906
MA,Sao Joao Batista,2111003
MA,Sao Joao do Caru,2111029
MA,Sao Joao do Paraiso,2111052
MA,Sao Joao do Soter,2111078
MA,Sao Joao dos Patos,2111102
MA,Sao Jose de Ribamar,2111201
MA,Sao Jose dos Basilios,2111250
MA,Sao Luis,2111300
MA,Sao Luis Gonzaga do Maranhao,2111409
MA,Sao Mateus do Maranhao,2111508
MA,Sao Pedro da Agua Branca,2111532
MA,Sao Pedro dos Crentes,2111573
MA,Sao Raimundo das Mangabeiras,2111607
MA,Sao Raimundo do Doca Bezerra,2111631
MA,Sao Roberto,2111672
MA,Sao Vicente Ferrer,2111706
MA,Satubinha,2111722
MA,Senador Alexandre Costa,2111748
MA,Senador La Rocque,2111763
MA,Serrano do Maranhao,2111789
MA,Sitio Novo,2111805
MA,Sucupira do Norte,2111904
MA,Sucupira do Riachao,2111953
MA,Tasso Fragoso,2112001
MA,Timbiras,2112100
MA,Timon,2112209
MA,Trizidela do Vale,2112233
MA,Tufilandia,2112274
MA,Tuntum,2112308
MA,Turiacu,2112407
MA,Turilandia,2112456
MA,Tutoia,2112506
MA,Urbano Santos,2112605
MA,Vargem Grande,2112704
MA,Viana,2112803
MA,Vila Nova dos Martirios,2112852
MA,Vitoria do Mearim,2112902
MA,Vitorino Freire,2113009
MA,Ze Doca,2114007
PI,Acaua,2200053
PI,Agricolandia,2200103
PI,Agua Branca,2200202
PI,Alagoinha do Piaui,2200251
PI,Alegrete do Piaui,2200277
PI,Alto Longa,2200301
PI,Altos,2200400
PI,Alvorada do Gurgueia,2200459
PI,Amarante,2200509
PI,Angical do Piaui,2200608
PI,Anisio de Abreu,2200707
PI,Antonio Almeida,2200806
PI,Aroazes,2200905
PI,Aroeiras do Itaim,2200954
PI,Arraial,2201002
PI,Assuncao do Piaui,2201051
PI,Avelino Lopes,2201101
PI,Baixa Grande do Ribeiro,2201150
PI,Barra D Alcantara,2201176
PI,Barras,2201200
PI,Barreiras do Piaui,2201309
PI,Barro Duro,2201408
PI,Batalha,2201507
PI,Bela Vista do Piaui,2201556
PI,Belem do Piaui,2201572
PI,Beneditinos,2201606
PI,Bertolinia,2201705
PI,Betania do Piaui,2201739
PI,Boa Hora,2201770
PI,Bocaina,2201804
PI,Bom Jesus,2201903
PI,Bom Principio do Piaui,2201919
PI,Bonfim do Piaui,2201929
PI,Boqueirao do Piaui,2201945
PI,Brasileira,2201960
PI,Brejo do Piaui,2201988
PI,Buriti dos Lopes,2202000
PI,Buriti dos Montes,2202026
PI,Cabeceiras do Piaui,2202059
PI,Cajazeiras do Piaui,2202075
PI,Cajueiro da Praia,2202083
PI,Caldeirao Grande do Piaui,2202091
PI,Campinas do Piaui,2202109
PI,Campo Alegre do Fidalgo,2202117
PI,Campo Grande do Piaui,2202133
PI,Campo Largo do Piaui,2202174
PI,Campo Maior,2202208
PI,Canavieira,2202251
PI,Canto do Buriti,2202307
PI,Capitao de Campos,2202406
PI,Capitao Gervasio Oliveira,2202455
PI,Caracol,2202505
PI,Caraubas do Piaui,2202539
PI,Caridade do Piaui,2202554
PI,Castelo do Piaui,2202604
PI,Caxingo,2202653
PI,Cocal,2202703
PI,Cocal de Telha,2202711
PI,Cocal dos Alves,2202729
PI,Coivaras,2202737
PI,Colonia do Gurgueia,2202752
PI,Colonia do Piaui,2202778
PI,Conceicao do Caninde,2202802
PI,Coronel Jose Dias,2202851
PI,Corrente,2202901
PI,Cristalandia do Piaui,2203008
PI,Cristino Castro,2203107
PI,Curimata,2203206
PI,Currais,2203230
PI,Curralinhos,2203255
PI,Curral Novo do Piaui,2203271
PI,Demerval Lobao,2203305
PI,Dirceu Arcoverde,2203354
PI,Dom Expedito Lopes,2203404
PI,Domingos Mourao,2203420
PI,Dom Inocencio,2203453
PI,Elesbao Veloso,2203503
PI,Eliseu Martins,2203602
PI,Esperantina,2203701
PI,Fartura do Piaui,2203750
PI,Flores do Piaui,2203800
PI,Floresta do Piaui,2203859
PI,Floriano,2203909
PI,Francinopolis,2204006
PI,Francisco Ayres,2204105
PI,Francisco Macedo,2204154
PI,Francisco Santos,2204204
PI,Fronteiras,2204303
PI,Geminiano,2204352
PI,Gilbues,2204402
PI,Guadalupe,2204501
PI,Guaribas,2204550
PI,Hugo Napoleao,2204600
PI,Ilha Grande,2204659
PI,Inhuma,2204709
PI,Ipiranga do Piaui,2204808
PI,Isaias Coelho,2204907
PI,Itainopolis,2205003
PI,Itaueira,2205102
PI,Jacobina do Piaui,2205151
PI,Jaicos,2205201
PI,Jardim do Mulato,2205250
PI,Jatoba do Piaui,2205276
PI,Jerumenha,2205300
PI,Joao Costa,2205359
PI,Joaquim Pires,2205409
PI,Joca Marques,2205458
PI,Jose de Freitas,2205508
PI,Juazeiro do Piaui,2205516
PI,Julio Borges,2205524
PI,Jurema,2205532
PI,Lagoinha do Piaui,2205540
PI,Lagoa Alegre,2205557
PI,Lagoa do Barro do Piaui,2205565
PI,Lagoa de Sao Francisco,2205573
PI,Lagoa do Piaui,2205581
PI,Lagoa do Sitio,2205599
PI,Landri Sales,2205607
PI,Luis Correia,2205706
PI,Luzilandia,2205805
PI,Madeiro,2205854
PI,Manoel Emidio,2205904
PI,Marcolandia,2205953
PI,Marcos Parente,2206001
PI,Massape do Piaui,2206050
PI,Matias Olimpio,2206100
PI,Miguel Alves,2206209
PI,Miguel Leao,2206308
PI,Milton Brandao,2206357
PI,Monsenhor Gil,2206407
PI,Monsenhor Hipolito,2206506
PI,Monte Alegre do Piaui,2206605
PI,Morro Cabeca no Tempo,2206654
PI,Morro do Chapeu do Piaui,2206670
PI,Murici dos Portelas,2206696
PI,Nazare do Piaui,2206704
PI,Nazaria,2206720
PI,Nossa Senhora de Nazare,2206753
PI,Nossa Senhora dos Remedios,2206803
PI,Novo Oriente do Piaui,2206902
PI,Novo Santo Antonio,2206951
PI,Oeiras,2207009
PI,Olho D Agua do Piaui,2207108
PI,Padre Marcos,2207207
PI,Paes Landim,2207306
PI,Pajeu do Piaui,2207355
PI,Palmeira do Piaui,2207405
PI,Palmeirais,2207504
PI,Paqueta,2207553
PI,Parnagua,2207603
PI,Parnaiba,2207702
PI,Passagem Franca do Piaui,2207751
PI,Patos do Piaui,2207777
PI,Pau D Arco do Piaui,2207793
PI,Paulistana,2207801
PI,Pavussu,2207850
PI,Pedro II,2207900
PI,Pedro Laurentino,2207934
PI,Nova Santa Rita,2207959
PI,Picos,2208007
PI,Pimenteiras,2208106
PI,Pio IX,2208205
PI,Piracuruca,2208304
PI,Piripiri,2208403
PI,Porto,2208502
PI,Porto Alegre do Piaui,2208551
PI,Prata do Piaui,2208601
PI,Queimada Nova,2208650
PI,Redencao do Gurgueia,2208700
PI,Regeneracao,2208809
PI,Riacho Frio,2208858
PI,Ribeira do Piaui,2208874
PI,Ribeiro Goncalves,2208908
PI,Rio Grande do Piaui,2209005
PI,Santa Cruz do Piaui,2209104
PI,Santa Cruz dos Milagres,2209153
PI,Santa Filomena,2209203
PI,Santa Luz,2209302
PI,Santana do Piaui,2209351
PI,Santa Rosa do Piaui,2209377
PI,Santo Antonio de Lisboa,2209401
PI,Santo Antonio dos Milagres,2209450
PI,Santo Inacio do Piaui,2209500
PI,Sao Braz do Piaui,2209559
PI,Sao Felix do Piaui,2209609
PI,Sao Francisco de Assis do Piaui,2209658
PI,Sao Francisco do Piaui,2209708
PI,Sao Goncalo do Gurgueia,2209757
PI,Sao Goncalo do Piaui,2209807
PI,Sao Joao da Canabrava,2209856
PI,Sao Joao da Fronteira,2209872
PI,Sao Joao da Serra,2209906
PI,Sao Joao da Varjota,2209955
PI,Sao Joao do Arraial,2209971
PI,Sao Joao do Piaui,2210003
PI,Sao Jose do Divino,2210052
PI,Sao Jose do Peixe,2210102
PI,Sao Jose do Piaui,2210201
PI,Sao Juliao,2210300
PI,Sao Lourenco do Piaui,2210359
PI,Sao Luis do Piaui,2210375
PI,Sao Miguel da Baixa Grande,2210383
PI,Sao Miguel do Fidalgo,2210391
PI,Sao Miguel do Tapuio,2210409
PI,Sao Pedro do Piaui,2210508
PI,Sao Raimundo Nonato,2210607
PI,Sebastiao Barros,2210623
PI,Sebastiao Leal,2210631
PI,Sigefredo Pacheco,2210656
PI,Simoes,2210706
PI,Simplicio Mendes,2210805
PI,Socorro do Piaui,2210904
PI,Sussuapara,2210938
PI,Tamboril do Piaui,2210953
PI,Tanque do Piaui,2210979
PI,Teresina,2211001
PI,Uniao,2211100
PI,Urucui,2211209
PI,Valenca do Piaui,2211308
PI,Varzea Branca,2211357
PI,Varzea Grande,2211407
PI,Vera Mendes,2211506
PI,Vila Nova do Piaui,2211605
PI,Wall Ferraz,2211704
CE,Abaiara,2300101
CE,Acarape,2300150
